,label,image,description,llm_label,llm_idx
38,street,seg_train/seg_train/street/18517.jpg, The image shows a narrow street with buildings on both sides. The buildings are made of stone and have small windows and doors. The street is made of cobblestones and is very narrow. There is a clothesline running across the street between the buildings. The main object in the image is (F) street.,street,{'(F)': 288}
39,street,seg_train/seg_train/street/8931.jpg, The image shows a scene on a street with two-story buildings on both sides of the street made of brick. There is a green awning in front of the second-floor windows. A tree can be seen on the right side of the image. The main object in the image is a building. Answer: (A),buildings,{'(A)': 270}
40,street,seg_train/seg_train/street/8526.jpg, The image shows a street with cars parked on either side and trees on both sides of the street. There are houses on both sides of the street. The street is going uphill. (F),street,{'(F)': 171}
41,street,seg_train/seg_train/street/3007.jpg," The image shows a busy street scene with cars, trucks, and buses on a wide street with buildings on both sides. There are traffic lights at the intersection and colorful banners hanging over the street. (F)",street,{'(F)': 204}
42,street,seg_train/seg_train/street/19494.jpg, The image shows a night view of a street in a city. There are buildings lined up on both sides of the street. The street is lit by streetlights. There are cars parked on the side of the street. The main object in the image is (F) street.,street,{'(F)': 227}
43,street,seg_train/seg_train/street/18705.jpg, The image is a black and white photo of a narrow street with old buildings on both sides. The street is empty except for a car and a person walking. The main object in the image is the street. Answer: (F),street,{'(F)': 202}
44,street,seg_train/seg_train/street/13514.jpg, The image shows a street scene in a city. There are several buildings on both sides of the street. The buildings are mostly made of stone and have many windows. There are also some trees and cars on the street. The main object in the image is the buildings. (A),buildings,{'(A)': 259}
45,street,seg_train/seg_train/street/19147.jpg," The image shows a scene of a narrow street in a town. The street is lined with buildings, most of which are two or three stories tall, with red-painted walls and small windows. The street is made of cobblestones and there is a blue door on the right side. The sky is orange and the sun is setting. The main object in the image is (F) street.",street,{'(F)': 331}
46,street,seg_train/seg_train/street/5228.jpg," The image shows a narrow street with people walking on it. There are buildings on both sides of the street. The buildings are mostly two or three stories tall, with balconies and colorful flowers. The street is made of cobblestones. The main object in the image is the street. (F)",street,{'(F)': 278}
47,street,seg_train/seg_train/street/18511.jpg," The image shows a street with colorful, old buildings on both sides and a cobblestone street. The main object in the image is (F) street.",street,{'(F)': 127}
48,street,seg_train/seg_train/street/13531.jpg, The image shows a street scene. There is a row of old brick buildings on the left side of the street and a row of new brick buildings on the right side of the street. There is a green car parked on the street. The street is narrow and cobbled. There is a blue sky with some clouds. The main object in the image is (F) street.,street,{'(F)': 315}
49,street,seg_train/seg_train/street/19331.jpg, The image shows a street in a town. There are buildings on both sides of the street. The buildings are mostly made of wood and have traditional Japanese architecture. There are also some people walking on the street. The main object in the image is (F) street.,street,{'(F)': 250}
50,street,seg_train/seg_train/street/15533.jpg, The image shows a narrow street with old residential buildings on both sides. There are cars parked on the street and a cyclist is riding down the street. The buildings are mostly made of red brick and have several stories. The street is made of cobblestones. There are some trees and plants in the street. The main object in the image is (F) street.,street,{'(F)': 340}
51,street,seg_train/seg_train/street/8970.jpg," The image shows a busy street scene in Chinatown, New York City. The main objects in the image are buildings and a street. There are also people, cars, and signs on the street. The buildings are tall and narrow, and they are mostly made of brick. The street is crowded with people, cars, and buses. There are also a lot of signs on the street, most of them advertising businesses. The image is taken from the perspective of a person on the street. (F)",street,{'(F)': 449}
52,street,seg_train/seg_train/street/13862.jpg, The image shows a rural road. The main object in the image is a street. (F),street,{'(F)': 73}
53,street,seg_train/seg_train/street/3453.jpg," The image shows a scene of a street in a town. The street is lined with colorful buildings, most of which are two or three stories tall, with commercial venues on the first floor and residential quarters above. The buildings are made of a variety of materials, including brick, wood, and stone. The street is made of cobblestones. There are a few trees on the street, and the sky is blue with some puffy white clouds. The main object in the image is (F) street.",street,{'(F)': 451}
54,street,seg_train/seg_train/street/11713.jpg, The image shows a narrow street with stone buildings on both sides and a stone wall on one side. There is a person walking down the street. The main object in the image is (F) street.,street,{'(F)': 173}
55,street,seg_train/seg_train/street/3230.jpg," The image shows a scene of a narrow street with buildings on both sides. The buildings are mostly two or three stories high, with shops on the first floor and apartments above. The street is made of cobblestones and there is a person walking down the street. There are also some bicycles parked along the street. The main object in the image is (F) street.",street,{'(F)': 346}
56,street,seg_train/seg_train/street/14567.jpg, The image shows a street scene. There are some people walking on the street. There are also some stalls on the street. There are buildings on both sides of the street. The main object in the image is (F) street.,street,{'(F)': 201}
57,street,seg_train/seg_train/street/12884.jpg, The image is a night view of a street. The street is wet from the rain and the streetlights are reflecting in the puddles. There are a few cars parked on the side of the street and a bus stop. The buildings are tall and there are a few trees on either side of the street. The main object in the image is the street. (F),street,{'(F)': 317}
58,street,seg_train/seg_train/street/12822.jpg, This is a picture of a street. The main objects in the image are buildings. (F),street,{'(F)': 77}
59,street,seg_train/seg_train/street/3960.jpg," The image is a street scene. The main objects in the image are buildings. There are also people, cars, and a postcard rack in the image. (F)",street,{'(F)': 138}
60,street,seg_train/seg_train/street/17320.jpg, The image shows a city street with cars parked on either side of the street. There are buildings on both sides of the street. The street is covered in snow and ice. The main object in the image is (F) street.,street,{'(F)': 198}
61,street,seg_train/seg_train/street/16192.jpg," The image shows a narrow street with two rows of buildings. The buildings are mostly two or three stories tall, with white walls and blue or green shutters. The street is made of cobblestones and there are a few trees and plants growing on either side. There are a few people walking on the street. The main object in the image is (F) street.",street,{'(F)': 332}
62,street,seg_train/seg_train/street/11267.jpg, The image shows a row of colorful houses along a street. The main object in the image is (A) buildings.,buildings,{'(A)': 90}
63,street,seg_train/seg_train/street/3879.jpg, The image shows a narrow street with buildings on both sides. The street is made of stone and is lined with whitewashed buildings. The buildings are mostly two or three stories tall and have small windows. The street is empty except for a few people walking in the distance. The main object in the image is the street. (F),street,{'(F)': 320}
64,street,seg_train/seg_train/street/3123.jpg, The image shows a street scene. There are buildings on both sides of the street. A tree stump is on the left side of the image. A truck is on the street. The main object in the image is (F) street.,street,{'(F)': 187}
65,street,seg_train/seg_train/street/14440.jpg, The image shows a street scene in a city. There are buildings on both sides of the street. The street is lined with trees. There is also a street light and a traffic sign on the side of the road. There are cars parked on the street. There are people walking on the street. The main object in the image is the street. (F),street,{'(F)': 318}
66,street,seg_train/seg_train/street/10867.jpg," The image shows a busy street scene in a city. There are a number of buildings on either side of the street, and a large number of people walking around, pushing carts, and driving vehicles. The main object in the image is (F) street.",street,{'(F)': 224}
67,street,seg_train/seg_train/street/7436.jpg, The image shows a scene of a street with (F) buildings on both sides of the street and cars parked on the side of the street. There are also people crossing the street. The main object in the image is the (F) street.,street,{'(F)': 42}
68,street,seg_train/seg_train/street/11429.jpg, The image is a black and white street scene. A man is riding a bicycle down a tree-lined street. There are buildings on either side of the street and people walking on the sidewalks. The main object in the image is (F) street.,street,{'(F)': 216}
69,street,seg_train/seg_train/street/7604.jpg, A man riding a bicycle on a city street. (F),street,{'(F)': 42}
70,street,seg_train/seg_train/street/11168.jpg, The image is a night view of a street in a city. The street is wet from the rain and the lights of the streetlights are reflected in the puddles. There are cars parked on either side of the street and a few people are walking in the distance. The main object in the image is the street. (F),street,{'(F)': 288}
71,street,seg_train/seg_train/street/5305.jpg," The image shows a scene of a canal in Amsterdam. The main object in the image is a canal which is surrounded by buildings. The buildings are mostly three or four stories high, with gabled roofs. The canal is about 20 meters wide and is lined with trees. There are a few boats on the canal, and people are walking along the quays. The main object in the image is (F) street.",street,{'(F)': 363}
72,street,seg_train/seg_train/street/15599.jpg, The image shows a scene of a street with a row of old brick buildings on one side and modern glass and steel buildings on the other side of the street. There are cars parked on the street and a few trees on the sidewalk. The main object in the image is (F) street.,street,{'(F)': 254}
73,street,seg_train/seg_train/street/2890.jpg, The image shows a narrow street with stone buildings on both sides and a cobblestone street. The main object in the image is (F) street.,street,{'(F)': 126}
74,street,seg_train/seg_train/street/1472.jpg, The image is a black and white photo of a snowy street. There are a few houses on either side of the street. The street is covered in snow. The main object in the image is the (F) street.,street,{'(F)': 177}
75,street,seg_train/seg_train/street/11202.jpg," The image is a black and white street scene. There is a cyclist on a bicycle in the foreground, and a number of pedestrians on the street. There are buildings on either side of the street, and a tower in the distance. The main object in the image is (F) street.",street,{'(F)': 251}
76,street,seg_train/seg_train/street/17305.jpg, The image shows a scene of a street with colonial-style buildings on both sides. The main object in the image is (F) street.,street,{'(F)': 114}
77,street,seg_train/seg_train/street/5705.jpg, The image shows a narrow street with people walking on it. The buildings on either side of the street are tall and brightly colored. The street is made of cobblestones. There are some trees and plants growing in the street. The main object in the image is the street. Answer: (F),street,{'(F)': 277}
78,street,seg_train/seg_train/street/13874.jpg, The image shows a scene of a street with a cyclist riding on it. There are buildings on both sides of the street and a few trees on the left side. There are also people walking on the street. The main object in the image is a (F) street.,street,{'(F)': 227}
79,street,seg_train/seg_train/street/11417.jpg, The image shows a scene of a street with (F) buildings on both sides. The buildings are mostly (A) residential buildings with a few (B) commercial buildings. The street is lined with trees and there are cars parked on both sides of the street. The main object in the image is a (F) street.,street,"{'(A)': 96, '(B)': 133, '(F)': 42}"
80,street,seg_train/seg_train/street/3505.jpg, The image shows a narrow street with cars parked on either side. There are tall buildings on both sides of the street. The buildings are made of brick and have a lot of windows. The street is made of asphalt and is lined with trees. The sky is blue and there are some clouds in the sky. The main object in the image is (F) street.,street,{'(F)': 320}
81,street,seg_train/seg_train/street/19182.jpg, A cyclist is riding on a bike lane next to a row of parked cars on a city street. There are trees and buildings on both sides of the street. A church is in the background. (F),street,{'(F)': 173}
82,street,seg_train/seg_train/street/843.jpg, A man in a brown vest and white turban is walking down a city street. There are buildings on both sides of the street and people walking in the background. The main object in the image is (F) street.,street,{'(F)': 189}
83,street,seg_train/seg_train/street/642.jpg, The image is a long shot of a street. The street is lined with buildings and there is a large Christmas tree in the center of the street. The buildings are decorated with lights and there are people walking around. The main object in the image is the street. (F),street,{'(F)': 260}
84,street,seg_train/seg_train/street/8353.jpg, The image is a scene of a wet city street at night. There are two people walking in the street. There are cars parked on the side of the street. The street is lit by streetlights. The main object in the image is the street. (F),street,{'(F)': 225}
85,street,seg_train/seg_train/street/8371.jpg, The image is a black and white street scene. There are people walking on the street in front of some stores. The main object in the image is (F) street.,street,{'(F)': 142}
86,street,seg_train/seg_train/street/16440.jpg, The image shows an ancient street in China. The main objects in the image are (A) buildings and (F) streets.,buildings,"{'(A)': 79, '(F)': 97}"
87,street,seg_train/seg_train/street/16055.jpg, The image is a black and white photo of a narrow street with buildings on both sides. The buildings are old and have a lot of character. The street is made of cobblestones and is very narrow. There is a tree in the middle of the street. The main object in the image is the buildings. (A),buildings,{'(A)': 285}
88,street,seg_train/seg_train/street/6404.jpg, The image shows a scene of a narrow street with graffiti on the walls. The main object in the image is (F) street.,street,{'(F)': 104}
89,street,seg_train/seg_train/street/2627.jpg, The image shows a street scene. There are a row of two-story buildings made of red bricks. A red postbox stands in front of one of the buildings. There are several people walking on the street. The street is made of asphalt and is lined with cobblestones. The sky is cloudy. The main object in the image is (F) street.,street,{'(F)': 308}
90,street,seg_train/seg_train/street/14125.jpg," The image shows a narrow street in a traditional Japanese town. The street is lined with old wooden houses and shops, and there are red lanterns hanging from the eaves. There are a few people walking on the street, and there are some plants in pots outside the houses. The main object in the image is a street. So the answer is (F).",street,{'(F)': 329}
91,street,seg_train/seg_train/street/5453.jpg," The image shows a busy street scene in a city. There are tall buildings on both sides of the street, and a lot of traffic. The main object in the image is (F) street.",street,{'(F)': 156}
92,street,seg_train/seg_train/street/11413.jpg, The image shows a scene of a street with (F) buildings on both sides of the road.,street,{'(F)': 42}
93,street,seg_train/seg_train/street/484.jpg," The image shows a narrow street with cobblestone pavement and old buildings on both sides. The buildings are mostly two or three stories high, with gabled roofs and wooden shutters. The street is lined with flower pots and there is a street lamp in the foreground. The main object in the image is (F) street.",street,{'(F)': 298}
94,street,seg_train/seg_train/street/1601.jpg, A girl is sitting on the side of a cobblestone street. There are buildings on both sides of the street and a man walking in the distance. The main object in the image is (F) street.,street,{'(F)': 171}
95,street,seg_train/seg_train/street/18003.jpg, The image is a night view of a street. There are cars parked on both sides of the street. The street is lit by streetlights. The main object in the image is the street. Answer: (F),street,{'(F)': 178}
96,street,seg_train/seg_train/street/14418.jpg," The image shows a scene of an urban street with a building on the left side of the image. The building is a large, multi-story structure with a flat roof. The street is wide and there is a row of trees on the right side of the street. There are no cars on the street. The main object in the image is a building. Answer: (A)",buildings,{'(A)': 321}
97,street,seg_train/seg_train/street/3815.jpg, The image shows a narrow street with several buildings on both sides. The buildings are mostly old and have a variety of architectural styles. The street is made of cobblestones and there are a few cars parked on it. The sky is cloudy and there is a hint of rain in the air. The main object in the image is the street. (F),street,{'(F)': 320}
98,street,seg_train/seg_train/street/16387.jpg, The image shows a scene of a wide and long street with many tall buildings on both sides of the street. There are many people walking and riding bicycles on the street. The main objects in the image are buildings. Answer: (A),buildings,{'(A)': 223}
99,street,seg_train/seg_train/street/14209.jpg," The image shows a city street scene. There are cars, building and people on the street. The main object in the image is (F) street.",street,{'(F)': 121}
100,street,seg_train/seg_train/street/3773.jpg, The image is a black and white photo of a street scene in Paris. The main objects in the image are the buildings on either side of the street. The buildings are tall and have a lot of detail. The street is narrow and there are cars parked on either side. There are also people walking on the street. The image is a good example of how photography can be used to capture a moment in time and to document a particular place. (F),street,{'(F)': 424}
101,street,seg_train/seg_train/street/19867.jpg, The image shows a scene of a street. There are some people walking on the street. There are buildings on both sides of the street. The buildings are mostly made of brick and have different colors. The street is made of asphalt and is lined with trees. The sky is cloudy and there is a slight incline up the road. (F),street,{'(F)': 314}
102,street,seg_train/seg_train/street/2405.jpg, The image shows a narrow street in a town. The buildings on both sides of the street are tall and have many windows. The street is made of cobblestones. There is a street lamp in the middle of the street. The sky is blue and there are some clouds in the sky. The main object in the image is (F) street.,street,{'(F)': 292}
103,street,seg_train/seg_train/street/6881.jpg, The image shows a narrow street with buildings on both sides. There are people walking on the street by the buildings. There is a traffic light showing green at the end of the street. The main object in the image is (F) street.,street,{'(F)': 217}
104,street,seg_train/seg_train/street/14368.jpg, The image shows a scene of a street with buildings on both sides. The buildings are mostly unfinished and there are cars parked on the street. There are also some trees and bushes on the side of the road. The main object in the image is (A) buildings.,buildings,{'(A)': 238}
105,street,seg_train/seg_train/street/17137.jpg," The image shows a scene on a city street. There are people walking on the street, and buildings on either side of the street. There is also a bus on the street. The main object in the image is (F) street.",street,{'(F)': 194}
106,street,seg_train/seg_train/street/1804.jpg, The image shows a scene of a street with buildings on both sides. There are cars parked on the street and a bus is driving on the street. The main object in the image is a (F) street.,street,{'(F)': 173}
107,street,seg_train/seg_train/street/6174.jpg, The image shows a tree-lined street with buildings on both sides. There are cars parked on the street and people walking on the sidewalk. The main object in the image is (F) street.,street,{'(F)': 171}
108,street,seg_train/seg_train/street/12415.jpg, The image shows a narrow street with stone buildings on both sides. The street is made of cobblestones. There is a sign hanging from one of the buildings. The main object in the image is a (F) street.,street,{'(F)': 190}
109,street,seg_train/seg_train/street/13211.jpg, The image shows a scene of a street at night. The street is covered in snow and there are people walking on the street. There are buildings on both sides of the street. The main object in the image is (F) street.,street,{'(F)': 202}
110,street,seg_train/seg_train/street/5461.jpg, The image is a black and white street photograph. The main objects in the image are the buildings and the street. There are also people walking on the street. The image is taken from the perspective of a person on the street. The buildings are tall and the street is wide. The people are wearing coats and hats. The image is a good example of street photography. (F),street,{'(F)': 364}
111,street,seg_train/seg_train/street/20013.jpg, The image shows a street in a town. There are a number of buildings on both sides of the street. The buildings are mostly made of wood and are painted in a variety of colors. The street is made of wood and is lined with wooden boardwalks. There are a number of trees on both sides of the street. The trees are mostly evergreens. There is a forest in the background. The main object in the image is (F) street.,street,{'(F)': 399}
112,street,seg_train/seg_train/street/14598.jpg, The image shows a scene of a street with buildings on both sides. There are streetcar tracks in the middle of the street. There are cars parked on the side of the street. The buildings are made of brick and have many windows. The street is made of cobblestones. The main object in the image is (F) street.,street,{'(F)': 295}
113,street,seg_train/seg_train/street/11814.jpg," The image shows a tree-lined street with buildings on both sides. The buildings are mostly three or four stories tall, with some having balconies and others having bay windows. The street is made of cobblestones and there is a sidewalk on one side of the street. There is also a street light and a sign on the side of one of the buildings. The main object in the image is (F) street.",street,{'(F)': 373}
114,street,seg_train/seg_train/street/19212.jpg, The image shows a night view of a snowy street. There are (A) buildings and (F) street in the image. The main object in the image is (F) street.,street,"{'(A)': 59, '(F)': 77}"
115,street,seg_train/seg_train/street/12398.jpg," The image shows a narrow street with buildings on both sides. The buildings are mostly three or four stories tall, with balconies and shops on the first floor. The street is made of cobblestones and there is a single street light in the middle of the image. The main object in the image is the street. (F)",street,{'(F)': 303}
116,street,seg_train/seg_train/street/14627.jpg, The image shows a scene of a street with parked cars on both sides. There are trees and buildings on both sides of the street. The main object in the image is (F) street.,street,{'(F)': 160}
117,street,seg_train/seg_train/street/5167.jpg, The image shows a street in a town. The street is made of cobblestones and there are buildings on both sides of the street. The buildings are made of brick and have a lot of windows. There is a car parked on the street. The main object in the image is a street. Answer: (F),street,{'(F)': 271}
118,street,seg_train/seg_train/street/13925.jpg, The image shows a street scene with (F) buildings on both sides of the street. There are people walking on the street and cars parked on the side of the street. The street is lined with trees and there are traffic lights at the intersection. The main object in the image is the street.,street,{'(F)': 37}
119,street,seg_train/seg_train/street/15852.jpg, The image shows a narrow street in a town. The street is lined with tall buildings made of stone. There are a few trees and plants growing in the street. The main object in the image is the buildings. (A),buildings,{'(A)': 202}
120,street,seg_train/seg_train/street/946.jpg, The image shows a narrow street with traditional Japanese houses on both sides. The street is made of cobblestones and there are a few trees on either side. There is a white van parked on the street and a person is walking away from the camera. The main object in the image is (A) buildings.,buildings,{'(A)': 278}
121,street,seg_train/seg_train/street/5559.jpg," The image is in black and white. There is a homeless person on the sidewalk. In the background, there are tall buildings and people walking on the street. The main object in the image is (F) street.",street,{'(F)': 188}
122,street,seg_train/seg_train/street/11272.jpg, The image shows a street with cherry blossom trees on both sides. The street is lined with houses and cars are parked on either side of the street. The main object in the image is (F) street.,street,{'(F)': 181}
123,street,seg_train/seg_train/street/6659.jpg, The image shows a narrow street with buildings on both sides. The buildings are tall and have many windows. The street is made of cobblestones. There is a blue sky with some clouds. The main object in the image is (F) street.,street,{'(F)': 215}
124,street,seg_train/seg_train/street/13446.jpg, The image shows a scene on a street. There are several buildings on both sides of the street. The buildings are mostly made of brick and have two or three stories. There are a few cars parked on the street. The sky is blue and there are some clouds in the sky. The main object in the image is (F) street.,street,{'(F)': 294}
125,street,seg_train/seg_train/street/2876.jpg," The image shows a narrow street in a town. The street is lined with buildings, most of which are painted in bright colors and two-story high. A woman is walking down the street, wearing a green skirt and carrying a backpack. There are a few plants in pots on the street. The main object in the image is (F) street.",street,{'(F)': 304}
126,street,seg_train/seg_train/street/9903.jpg, The image shows a street covered in snow. The main objects in the image are buildings and street. So the answer is (A)(F).,buildings,"{'(A)': 116, '(F)': 119}"
127,street,seg_train/seg_train/street/16189.jpg, The image shows a wide street with a row of modern buildings on one side and a park with a few trees on the other side. The main object in the image is (A) buildings.,buildings,{'(A)': 153}
128,street,seg_train/seg_train/street/538.jpg, The image is a long exposure photograph of a highway at night. The main object in the image is (F) street.,street,{'(F)': 96}
129,street,seg_train/seg_train/street/13289.jpg, The image shows a street with graffiti on the walls. The main object in the image is a street. Answer: (F),street,{'(F)': 104}
130,street,seg_train/seg_train/street/7132.jpg, (F) The main object in the image is a street. The image shows a scene of a street with people walking on it. There are buildings on both sides of the street and palm trees lining the street. The image is taken from the perspective of a person on the street.,street,{'(F)': 1}
131,street,seg_train/seg_train/street/13456.jpg, The image shows a scene on a street. There are some buildings on both sides of the street. The buildings are made of brick and have different colors. There are some people walking on the street. There is a mural of a man with a red hat on the side of one of the buildings. The main object in the image is (F) street.,street,{'(F)': 306}
