,label,image,description
5691,buildings,seg_train/seg_train/buildings/8792.jpg, The image shows a scene of a street in a city. The main objects in the image are buildings. So the answer is '(A)'.
5733,buildings,seg_train/seg_train/buildings/3888.jpg," The image shows a tall building with many windows. There are some trees and cars on the street. The main object in the image is a building.
(A)"
5753,buildings,seg_train/seg_train/buildings/18029.jpg," The image shows a scene of a city. There are many buildings in the image, and the main object in the image is (A) buildings."
5990,buildings,seg_train/seg_train/buildings/7379.jpg, The image shows an urban street scene with a row of modern buildings on the right side of the image. There are no people on the street. The street is empty. The main object in the image is (A) buildings.
6031,buildings,seg_train/seg_train/buildings/11187.jpg," (A) There is a magnificent building with a beautiful fountain in front of it. The building is lit up by bright lights, making it stand out against the night sky. There are also several trees and plants around the fountain, adding a touch of greenery to the scene."
6125,buildings,seg_train/seg_train/buildings/8065.jpg, The image shows several brick apartment buildings in an urban setting. The main object in the image is (A) buildings.
6192,buildings,seg_train/seg_train/buildings/13258.jpg,
6390,buildings,seg_train/seg_train/buildings/2418.jpg, (A)
6415,buildings,seg_train/seg_train/buildings/6535.jpg, The image shows a scene of a street with buildings on both sides. The buildings are tall and have many windows. There are some trees and plants on the street. The sky is cloudy. The main object in the image is (A) buildings.
8502,glacier,seg_train/seg_train/glacier/19703.jpg, (C) This is a photo of a glacier. The main object in the image is a glacier.
9359,glacier,seg_train/seg_train/glacier/16226.jpg, The image shows a large mountain. (D)
9429,glacier,seg_train/seg_train/glacier/12136.jpg," This is a photo of a beautiful landscape. There is a large glacier in the foreground, with mountains in the background. The water is a deep blue color, and the ice is a bright white. The sky is clear and blue. The main object in the image is (C) glacier."
9432,glacier,seg_train/seg_train/glacier/7965.jpg," The image shows a icy surface with snow and ice. There is a large glacier in the background. The main object in the image is a glacier.
(C)"
9549,sea,seg_train/seg_train/sea/17798.jpg," The image shows a beach with a wooden walkway leading down to the sand. The main object in the image is the sea. There are also some buildings on the beach. (E), (A)"
9897,sea,seg_train/seg_train/sea/136.jpg," The image shows a beach with the sea in the background. The main object in the image is the sea.
(E)"
10128,sea,seg_train/seg_train/sea/5703.jpg," The image shows a vast body of water, with a few clouds in the sky. The water is calm and still. The main object in the image is the sea.
(E)"
10129,sea,seg_train/seg_train/sea/1913.jpg, The image shows a beach at sunset. The main object in the image is the sea. (E)
10154,sea,seg_train/seg_train/sea/14514.jpg," The image shows a vast body of water, with dark clouds overhead. The water is rippling in the wind, and the clouds are lit up by the sun. There is a small boat on the water. The main object in the image is the sea.
(E)"
10224,sea,seg_train/seg_train/sea/10776.jpg,
10393,sea,seg_train/seg_train/sea/14187.jpg," The image shows a stone wall with two people standing on it. The wall is being battered by large waves. In the background, there is a sea.
(E)"
10879,sea,seg_train/seg_train/sea/19461.jpg," (E)
The main object in the image is a bridge.
The image shows a bridge over a river. There are some boats on the river. There are some buildings in the background. The sky is blue and there are some clouds in the sky."
10884,sea,seg_train/seg_train/sea/363.jpg, The image shows a seascape. There is a setting sun and a person on a kayak in the sea. (E)
10885,sea,seg_train/seg_train/sea/5772.jpg," The image shows a rocky beach with the sea in the background. The main object in the image is the sea.
(E)"
10888,sea,seg_train/seg_train/sea/20.jpg," (E)
The main object in the image is a rock in the sea."
10892,sea,seg_train/seg_train/sea/18173.jpg," The image shows a sea. In the foreground, there is a rocky beach with waves crashing against it. In the background, there is a vast expanse of ocean. The sky is cloudy and there is a hint of sunlight breaking through the clouds. The main object in the image is the sea."
11309,sea,seg_train/seg_train/sea/15289.jpg," The image shows a large body of water with a few ships in the distance. The water is a deep blue color and the sky is light blue with some white clouds. The main object in the image is the sea, so the answer is (E)."
12133,forest,seg_train/seg_train/forest/8778.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12178,forest,seg_train/seg_train/forest/11479.jpg, The image shows a view of a forest from a high angle. The main object in the image is (B) forest.
12181,forest,seg_train/seg_train/forest/12641.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12384,forest,seg_train/seg_train/forest/16658.jpg, The image shows a dense forest. The main object in the image is (B) forest.
12408,forest,seg_train/seg_train/forest/9838.jpg, The image shows a forest. The main objects in the image are trees. (B)
12713,forest,seg_train/seg_train/forest/7874.jpg, The image is of a forest shrouded in mist. The main object in the image is (B) forest.
12722,forest,seg_train/seg_train/forest/13896.jpg, The image shows a man walking in a forest. The main object in the image is (B) forest.
12729,forest,seg_train/seg_train/forest/2978.jpg, The image shows a forest with tall trees and a bright sun shining through the trees. The main object in the image is (B) forest.
13204,forest,seg_train/seg_train/forest/14712.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
13548,forest,seg_train/seg_train/forest/13937.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
13550,forest,seg_train/seg_train/forest/8599.jpg, The image shows a scene in a forest. The main object in the image is a tree. (B)
13585,forest,seg_train/seg_train/forest/2145.jpg," The image shows a mountain range in the distance with clouds over it. The main object in the image is a mountain range.
(D)"
13610,forest,seg_train/seg_train/forest/15882.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
13973,forest,seg_train/seg_train/forest/16609.jpg, The image shows a wooden walkway through a forest. The main object in the image is a wooden walkway. (B)
13978,forest,seg_train/seg_train/forest/15016.jpg," The image is of a forest. The main object in the image is a forest.
(B)"
